episode,global_step,fading_model,control_mode,user_mobile,use_los_model,observation_mode,normalize_observations,enable_energy_harvesting,observation_has_eh,enable_ntn,satellite_altitude_km,hidden_dim,epsilon,target_tau,reward_clip_value,use_double_dqn,episode_reward_bps_step,avg_shaped_reward,avg_R_legit_mbps,avg_R_eve_mbps,avg_R_sec_mbps,eval_R_sec_mbps,last_eval_R_sec_mbps,episode_secrecy_mbits,avg_energy_j,avg_jammer_power_w,steps,relay_path_m,jammer_path_m,relay_displacement_m,jammer_displacement_m,final_d_UR_m,final_d_RB_m,final_d_UE_m,final_d_JE_m,mean_q_value,loss,rolling_reward_variance,rolling20,rolling20_avg_R_sec_mbps,rolling100,rolling100_avg_R_sec_mbps,convergence_gap,convergence_gap20_100_mbps
1815,363000,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1508.3533989842879,7.541766994921439,8.670051780753601,0.702043317561563,7.968008463192041,,7.285906597359618,159.36016926384082,3.737128560078743,0.43375,200,204.3623096130292,152.1258138001539,87.13128611174888,118.48203908225764,493.7385437775778,120.6831982468339,965.9703113605303,732.0255020020616,19.93752670288086,5.673703670501709,1.8646041013216998,6.816612783654523,6.816612783654523,6.955350333930206,6.955350333930206,0.13873755027568357,0.13873755027568357
1816,363200,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1297.5311685473214,6.487655842736607,8.689524983229662,1.045316500955102,7.644208482274562,,7.285906597359618,152.88416964549126,4.410283174754179,0.3975,200,122.65447238692954,253.65116745151153,54.58961632499165,240.95132224977093,321.89257624270124,400.78196751792586,449.16522575174014,512.6224335841566,19.732555389404297,11.04816722869873,1.8525640320297705,6.854894504662513,6.854894504662513,6.98084058240991,6.98084058240991,0.12594607774739686,0.12594607774739686
1817,363400,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,944.4017376720801,4.7220086883604,8.18684813885825,3.01437020052334,5.2096492822549925,,7.285906597359618,104.19298564509985,3.338607621529478,0.45375,200,175.40174859325353,129.77728232822395,43.614189674229344,49.763175551599524,582.8989604821237,513.9404143048291,164.49541834799848,596.0393626332742,19.978809356689453,0.019592002034187317,1.8967824230022294,6.727195124573937,6.727195124573937,6.952481280410738,6.952481280410738,0.2252861558368009,0.2252861558368009
1818,363600,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1494.9923522626666,7.474961761313333,9.326922773645197,1.099705037812393,8.256277598314988,,7.285906597359618,165.12555196629978,4.327955021562708,0.42875,200,216.0061388834241,230.14497645689227,191.19414051123323,74.80358894136849,238.11168820219962,99.71532456203218,595.3146678299357,707.2113541560261,20.003414154052734,0.027933962643146515,1.8933587140513168,6.808816240610478,6.808816240610478,6.964655693740927,6.964655693740927,0.155839453130449,0.155839453130449
1819,363800,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1237.8162703723635,6.189081351861818,8.02338217108467,1.5093825562896312,6.662890186305458,,7.285906597359618,133.25780372610916,3.791862390603795,0.425,200,166.2469847503,223.07607100947507,87.51937246569831,139.01188098829272,636.8612373018333,519.5771921147813,662.3311133514204,800.7767731884774,19.775554656982422,0.09228143095970154,1.8902258015610616,6.7672080000519585,6.7672080000519585,6.96454326621178,6.96454326621178,0.1973352661598211,0.1973352661598211
1820,364000,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1332.7526448062174,6.663763224031087,9.811712047374861,2.3117228935931164,7.499989153781747,,7.285906597359618,149.99978307563492,4.0670693264813504,0.4,200,205.19697745254135,223.7682377710404,89.08853719890939,172.96856764494888,197.15883545092333,132.2687987475551,416.6777648950076,920.0116468380567,19.975688934326172,0.03656276315450668,1.8912349964938366,6.765574042246759,6.765574042246759,6.954708681918535,6.954708681918535,0.18913463967177613,0.18913463967177613
1821,364200,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1450.4612012345217,7.252306006172608,9.30267983950278,1.3355317447277752,7.975169319286602,,7.285906597359618,159.50338638573203,4.328550546552054,0.3475,200,242.7546400914687,197.83392783596435,165.93827363911623,87.80452818774869,172.42420337319606,321.9576826455918,554.3971608028186,675.5219215475801,20.009859085083008,5.60053014755249,1.8841269683401527,6.851292669776012,6.851292669776012,6.940620119376733,6.940620119376733,0.08932744960072103,0.08932744960072103
1822,364400,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1443.9699599379733,7.219849799689866,8.497460397563621,0.7775247042169077,7.719935693346706,,7.285906597359618,154.39871386693414,4.45249648682654,0.36875,200,200.74491167811098,273.17121117666636,80.19001623959022,110.93732430013769,396.3171030892554,277.29502548805084,476.76375021032254,229.3851251168841,19.948284149169922,5.45567512512207,1.8469138265513159,6.906199497512915,6.906199497512915,6.952212146532291,6.952212146532291,0.046012649019375296,0.046012649019375296
1823,364600,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1294.3786206804953,6.4718931034024765,8.106328974525043,0.8604010544329292,7.2459279200921145,,7.285906597359618,144.9185584018423,3.81184482218249,0.37,200,202.1715999269058,171.14584793282322,110.47936716685317,50.27560282026955,549.7773963740683,426.3555500570677,558.6042430445652,456.73409327383456,19.79730224609375,5.489689826965332,1.8479480837713147,6.906598780334141,6.906598780334141,6.958062989547318,6.958062989547318,0.05146420921317674,0.05146420921317674
1824,364800,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1326.0722109074877,6.630361054537438,7.591108926052288,0.5127599800574262,7.078348945994855,,7.285906597359618,141.5669789198971,3.8350720470200717,0.42625,200,175.82501432154865,208.93034848852062,104.55177743007319,145.2777741021696,960.1250206235546,486.81411185178746,609.2223197476786,287.1479148225777,20.088977813720703,0.026326894760131836,1.837022236341632,6.8961094231997055,6.8961094231997055,6.962164987651626,6.962164987651626,0.06605556445192029,0.06605556445192029
1825,365000,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1501.4501698027761,7.5072508490138805,8.448996490187637,0.1547446883572014,8.336523962389231,,7.285906597359618,166.73047924778464,3.851585647030535,0.325,200,179.466087035004,206.13331155287287,44.67243167489871,96.83836008634412,461.1603908765701,293.4315404624558,567.262045872165,127.79138650894863,19.87729263305664,10.660994529724121,1.8611931031468498,6.965272193400177,6.965272193400177,6.97037258654985,6.97037258654985,0.0051003931496724775,0.0051003931496724775
1826,365200,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1511.154818384251,7.555774091921255,8.642460072272161,0.7108876024149267,7.975868241114264,,7.285906597359618,159.51736482228526,3.7902292746026633,0.3775,200,157.04515391854216,209.41092851794866,48.30622442341372,102.08551818109788,274.8890427514738,342.8396582726768,760.6048113053895,476.4058015780979,19.921945571899414,5.435240745544434,1.8842834284302727,7.01923529931766,7.01923529931766,6.96601615102197,6.96601615102197,0.053219148295689855,0.053219148295689855
1827,365400,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1364.0454472263941,6.820227236131971,7.419821956697996,0.3103098092900568,7.2369246194796295,,7.285906597359618,144.73849238959258,3.556002552266486,0.40375,200,148.99944679165745,180.32814715544973,36.95438573860268,105.74192971678484,941.5034387001784,531.9537985874985,683.5334210278733,107.26091444650655,19.919593811035156,5.654620170593262,1.5795430547406648,7.019268126037185,7.019268126037185,6.967122196725442,6.967122196725442,0.052145929311743444,0.052145929311743444
1828,365600,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1176.4976072342452,5.8824880361712255,7.301739566381777,0.6736287809763019,6.691833273115676,,7.285906597359618,133.8366654623135,3.5261025922882965,0.38875,200,169.30225829768617,179.8856967073727,37.4404220934787,98.99074249941735,879.3774666928945,531.9687959712738,629.6866789827477,395.70486941508346,19.921201705932617,0.029253799468278885,1.526813905827378,7.029271812088815,7.029271812088815,6.957623568069209,6.957623568069209,0.07164824401960601,0.07164824401960601
1829,365800,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1468.0081440015,7.340040720007501,8.17924539514747,0.4408016281502504,7.738443766997224,,7.285906597359618,154.7688753399445,3.547491094504337,0.40125,200,168.41503929485563,180.62528220560407,69.41625792638143,83.36492877214435,480.2062095970572,311.96870183457816,563.8518038283829,263.3633335835487,19.951902389526367,0.03552041947841644,1.5387925757765817,7.060417046356406,7.060417046356406,6.9647828707487625,6.9647828707487625,0.09563417560764353,0.09563417560764353
1830,366000,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1418.514396798414,7.0925719839920705,7.9491284402073035,0.45392935376494536,7.495199086442354,,7.285906597359618,149.9039817288471,3.6121021352480325,0.3925,200,200.878611252287,151.25773980442966,53.6866444596585,78.87592507145868,697.4682406483254,270.8301903674564,835.9291343410182,430.75237816111934,19.930801391601562,0.10539759695529938,1.5483408701809542,6.987185245242043,6.987185245242043,6.971604695259048,6.971604695259048,0.015580549982995073,0.015580549982995073
1831,366200,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1072.9587775981324,5.364793887990662,7.234046856176125,1.1472368937016653,6.086809962474458,,7.285906597359618,121.73619924948918,3.9970765809435074,0.37875,200,204.5647111309343,211.59263100500422,84.82084588141431,147.98272206722544,1025.0658804835698,657.9256370544589,642.5813120556696,674.2183048891446,19.919719696044922,0.02811788208782673,1.5492265238881069,6.969815275715559,6.969815275715559,6.96534220132663,6.96534220132663,0.004473074388929632,0.004473074388929632
1832,366400,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1653.0853250595057,8.265426625297529,9.815585093105287,1.1659590193136358,8.649626073791644,,7.285906597359618,172.9925214758329,3.4565392418601335,0.4025,200,130.6922810091984,193.00328873137616,56.33284768012963,133.965434076536,111.0291991434497,225.57420507690657,359.09199999487515,473.7787236252346,19.843507766723633,0.048022449016571045,1.6010630948181004,7.363148142481791,7.363148142481791,7.006713740996798,7.006713740996798,0.35643440148499295,0.35643440148499295
1833,366600,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1453.2513036676532,7.266256518338266,9.370747508396935,1.433229950473055,7.937517557923876,,7.285906597359618,158.7503511584775,4.68249047183387,0.45875,200,289.24006988809873,216.07097343582618,264.73855511697906,121.79815840185225,63.82862544252419,303.87632094354785,565.5124763033308,836.4140946351035,19.966724395751953,0.03998226672410965,1.6147130764171045,7.40780494866565,7.40780494866565,7.0174805343609705,7.0174805343609705,0.3903244143046791,0.3903244143046791
1834,366800,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1260.1251817532452,6.300625908766226,7.400597237245291,0.3556359515406447,7.084471835081968,,7.285906597359618,141.68943670163935,4.739655214915684,0.425,200,225.91543887932917,284.5566503110016,165.41062152125772,262.4343107095166,948.5216110405414,457.8377857062967,872.6163045439396,392.9185490034535,19.826906204223633,0.04373043775558472,1.5933424030800387,7.424681171182719,7.424681171182719,7.01421003803512,7.01421003803512,0.410471133147599,0.410471133147599
1835,367000,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1227.772872747652,6.13886436373826,7.585868763034497,1.1458716208472826,6.553762208113602,,7.285906597359618,131.07524416227204,3.3796898352934504,0.30375,200,130.73076395964893,182.4637515745754,64.9639374994172,68.12341183486699,712.5820624859044,434.66893142383316,235.39313512206084,216.0222529599181,19.944969177246094,5.577914237976074,1.5929984924420248,7.353968858428797,7.353968858428797,7.003460822161348,7.003460822161348,0.3505080362674491,0.3505080362674491
1836,367200,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1414.8004768131036,7.074002384065518,8.028374619181271,0.5885092962595971,7.4606775211935155,,7.285906597359618,149.2135504238703,3.499721981519735,0.33375,200,174.96141626189046,169.04711770022936,115.667698986038,74.46083653664952,590.8005320727057,210.38377508319854,934.3782955131518,468.23704893216814,19.82459259033203,5.637312412261963,1.6015427622301401,7.344792310374745,7.344792310374745,7.014752137130285,7.014752137130285,0.33004017324446,0.33004017324446
1837,367400,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1054.296049955539,5.271480249777695,7.612589111059809,1.5568443633207691,6.069188077187122,,7.285906597359618,121.38376154374245,3.831145265153105,0.3375,200,225.62467576297684,177.45960444346818,43.09305173729502,35.365992152745946,773.251410872286,279.54782542619483,555.2893849137473,776.3564100110082,19.868356704711914,0.03262734040617943,1.6252575882239249,7.387769250121352,7.387769250121352,7.000644439509048,7.000644439509048,0.3871248106123035,0.3871248106123035
1838,367600,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1713.1444263279661,8.56572213163983,9.377299134225726,0.3565985396990232,9.051108823841743,,7.285906597359618,181.0221764768349,4.15173411190328,0.395,200,261.0465496619895,171.83002700753042,92.73345680041064,127.31419167306717,256.2827024242159,241.96292659209826,1053.9454800007445,347.75122481454304,19.815311431884766,0.5170192718505859,1.6860129168281426,7.427510811397688,7.427510811397688,7.023611739821568,7.023611739821568,0.40389907157612015,0.40389907157612015
1839,367800,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1495.966181359497,7.479830906797486,8.952359728444181,1.1656892155483363,7.865713012260144,,7.285906597359618,157.3142602452029,3.310580520119691,0.3925,200,132.04846165338938,156.77702298115227,36.68057262008603,40.44934356897366,188.74383604760163,439.373297051143,720.4502778745881,757.9800057424158,20.022300720214844,5.494410991668701,1.6992199696550025,7.487651952695424,7.487651952695424,7.012948199892887,7.012948199892887,0.4747037528025375,0.4747037528025375
1840,368000,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1488.7241569872892,7.443620784936446,8.610587923940798,0.23527590614875526,8.399424395212002,,7.285906597359618,167.98848790424003,4.188345203820427,0.345,200,186.8475348030487,230.41992543753466,141.53179554024302,166.897137320151,327.4071256452096,418.38665554343794,1012.0353284096976,136.1324228855834,19.853740692138672,0.05283059924840927,1.697186744831474,7.532623714766936,7.532623714766936,7.019611177725822,7.019611177725822,0.5130125370411145,0.5130125370411145
1841,368200,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1444.8924350188404,7.224462175094202,9.248900332892033,1.5082149044496762,7.741165431188988,,7.285906597359618,154.82330862377978,3.947312972576211,0.3975,200,151.4119480021497,223.16218735748413,87.49249753536643,91.12806060592983,252.29307861463099,111.61332385704603,661.4303088819937,850.2643959700501,19.850587844848633,0.057406459003686905,1.7048667166597884,7.520923520362056,7.520923520362056,7.018541222532138,7.018541222532138,0.502382297829918,0.502382297829918
1842,368400,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1019.397834956904,5.09698917478452,8.885667695390815,3.3834015756460714,5.525909762122326,,7.285906597359618,110.51819524244652,3.7673329077095956,0.44375,200,155.0983714890365,208.11779919548997,93.89492478643531,99.93691806619526,413.4509017814362,283.9857344814634,130.7649268476606,615.0665729993426,19.873638153076172,0.027345985174179077,1.7466038780977775,7.411222223800836,7.411222223800836,6.9972103093507805,6.9972103093507805,0.4140119144500556,0.4140119144500556
1843,368600,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1598.5253287551634,7.992626643775817,8.67395833822672,0.2215720898455544,8.452386248381165,,7.285906597359618,169.04772496762337,3.4299964884003744,0.41625,200,165.12234598698635,146.05739178314718,116.53449110713785,97.5827765009242,346.3430646847472,258.550258604092,956.2297336456988,335.4745984230953,19.877843856811523,0.07288091629743576,1.78106709726976,7.471545140215289,7.471545140215289,7.015906667759998,7.015906667759998,0.4556384724552913,0.4556384724552913
1844,368800,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1572.8581010970827,7.864290505485413,9.438629786319645,1.181566081385308,8.308137659167565,,7.285906597359618,166.1627531833513,3.9498533511506992,0.4225,200,176.03578464842118,225.2303765748189,80.4917340573469,60.5267075755524,91.9194841936783,368.3984769490976,580.8929266636195,604.4782160472321,19.894657135009766,0.04813911020755768,1.7598194821570454,7.533034575873924,7.533034575873924,7.023312769052524,7.023312769052524,0.5097218068214007,0.5097218068214007
1845,369000,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1009.9881685468883,5.049940842734442,7.583332392641094,1.031021174283325,6.556270245991699,,7.285906597359618,131.12540491983398,3.837563898870566,0.38625,200,161.90247492517634,191.33957556833658,52.62370317219374,142.7322752109111,849.472205898087,649.2645628881797,296.07609283020787,284.07968342574304,20.069339752197266,0.06822953373193741,1.8009065339914492,7.444021890054048,7.444021890054048,7.0247840735254705,7.0247840735254705,0.41923781652857706,0.41923781652857706
1846,369200,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1249.7313263886035,6.2486566319430175,8.012497568567746,0.9066391324826117,7.105858436085138,,7.285906597359618,142.1171687217028,3.4965918942241836,0.41,200,146.74788262533937,147.54687610647196,56.17497768222656,98.66664306014533,682.4980513576253,410.7032384026891,835.8896858709892,771.1322840805899,19.973360061645508,5.7031049728393555,1.8018107787892539,7.4005213998025905,7.4005213998025905,7.030807681391247,7.030807681391247,0.3697137184113437,0.3697137184113437
1847,369400,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1310.0945616570086,6.550472808285043,8.311433156794548,1.30203596012231,7.0983294451282655,,7.285906597359618,141.96658890256532,3.5017030577897588,0.385,200,187.84360407690113,149.33827460612864,79.19323733479365,11.468309831255219,459.8311319981466,473.91530763542863,447.5972710789984,474.40244528937484,19.904781341552734,5.645700931549072,1.7902078750428456,7.393591641085024,7.393591641085024,7.029585567247833,7.029585567247833,0.3640060738371913,0.3640060738371913
1848,369600,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1279.0586819751443,6.3952934098757215,8.431221113950162,0.9711004802985238,7.509684532640861,,7.285906597359618,150.19369065281722,3.682900922697198,0.34125,200,162.4741953730034,205.00074892927378,22.219038074853735,75.91985981960852,360.8271431419969,475.4239498243424,554.1703787380438,387.0640971095351,19.857036590576172,5.643929481506348,1.7848088783106026,7.434484204061283,7.434484204061283,7.034576823253321,7.034576823253321,0.39990738080796184,0.39990738080796184
1849,369800,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1343.1709123109729,6.715854561554864,8.162788164227056,0.4321779303502906,7.770799895988987,,7.285906597359618,155.41599791977976,4.747512218385594,0.42125,200,283.66837115854344,202.237749393632,266.5094783857045,146.28312440355916,409.2354811927315,452.8220253680176,523.7728926705662,265.14149619062414,19.818023681640625,0.08801812678575516,1.7826392230445145,7.43610201051087,7.43610201051087,7.07105206860524,7.07105206860524,0.3650499419056308,0.3650499419056308
1850,370000,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1636.5474591165462,8.182737295582731,9.21280489230917,0.6396978911668852,8.613929226164723,6.37578528923338,6.37578528923338,172.27858452329446,3.594847301243568,0.365,200,175.44855526973998,165.14090484834927,24.432752902704575,102.49114458672082,233.68773838302562,337.44891194100063,665.5956150756028,370.80513032322943,19.914600372314453,5.716073989868164,1.8385116292895063,7.492038517496991,7.492038517496991,7.072699559403038,7.072699559403038,0.4193389580939533,0.4193389580939533
1851,370200,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1325.4253211124444,6.627126605562222,7.90811173930599,0.6374387316191166,7.2740377024932,,6.37578528923338,145.48075404986403,3.7578157063676576,0.35875,200,174.717354617183,189.06760270902768,114.58985512375433,108.44195973951301,641.4773787522216,597.3624341512354,510.217080943742,318.43600441245826,19.88922119140625,0.06811688095331192,1.8302311359098733,7.551399904497925,7.551399904497925,7.085628028628771,7.085628028628771,0.46577187586915425,0.46577187586915425
1852,370400,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1400.474844005396,7.00237422002698,8.442403656847432,0.9431730822400779,7.499230574607355,,6.37578528923338,149.9846114921471,4.4100685994113356,0.4225,200,207.92545981467873,257.5967911371984,32.56323279746733,151.48397353048202,470.99481140779324,254.35640586341222,728.0147142176962,772.5680513083344,19.835765838623047,0.06294972449541092,1.805881310715314,7.493880129538712,7.493880129538712,7.099092177727187,7.099092177727187,0.3947879518115247,0.3947879518115247
1853,370600,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1555.8166044635584,7.779083022317792,8.556582117901852,0.19066624251798253,8.365915875383873,,6.37578528923338,167.31831750767748,3.9999207421011493,0.4325,200,203.36933747578675,195.4411263324504,58.707005785694534,147.5836553348933,397.46512667932603,500.6936917174495,618.8399782022352,224.78712975707805,19.848159790039062,0.042414046823978424,1.8332649674146813,7.515300045411713,7.515300045411713,7.097566951534385,7.097566951534385,0.41773309387732827,0.41773309387732827
1854,370800,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1003.5082634907889,5.0175413174539445,8.180546060450652,1.902091258161628,6.419405668533888,,6.37578528923338,128.38811337067776,4.213208977060023,0.46125,200,234.72713594481357,142.94041007175517,58.78363738519554,53.72629432452242,588.9836366231706,465.3887640831018,404.95965230356626,721.6839397870386,20.035572052001953,0.05821673572063446,1.8807553777438466,7.482046737084309,7.482046737084309,7.082297523060232,7.082297523060232,0.3997492140240766,0.3997492140240766
1855,371000,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1518.1274395124242,7.5906371975621205,8.682146716188528,0.5271907781680678,8.154955938020464,,6.37578528923338,163.09911876040928,4.115344272347091,0.37125,200,214.03442627512712,222.75611193311792,94.75843785313423,175.78910810207012,325.0928657455909,491.34397351484034,723.0819027155987,244.13001675848844,19.937931060791016,0.056160472333431244,1.8908120388950507,7.562106423579652,7.562106423579652,7.125337664214601,7.125337664214601,0.43676875936505155,0.43676875936505155
1856,371200,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1348.1477178543166,6.740738589271583,8.595295811986412,1.3194677005987405,7.275828111387671,,6.37578528923338,145.51656222775344,4.658085563950015,0.31,200,224.09859318803353,273.6452463482402,131.83721139180642,202.0682469758366,337.31727641931207,421.1042631835061,445.3925131229106,560.3099401650007,19.715045928955078,10.815988540649414,1.8718195078014637,7.55286395308936,7.55286395308936,7.1139478321107825,7.1139478321107825,0.43891612097857724,0.43891612097857724
1857,371400,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1303.3968182565166,6.516984091282583,7.319563328997628,0.4544969201844863,6.962992297113666,,6.37578528923338,139.25984594227336,3.8988845543846544,0.34875,200,221.08318866077983,160.10525754323567,196.42082790436814,30.77003727708324,948.1306928245067,335.3600379710071,1060.813860353763,239.42485623403093,19.949825286865234,5.798636436462402,1.8710917981371418,7.597554164085686,7.597554164085686,7.097565554104558,7.097565554104558,0.49998860998112793,0.49998860998112793
1858,371600,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1564.7321929515297,7.823660964757648,8.942089684753208,0.3341884626737536,8.647562120655284,,6.37578528923338,172.9512424131057,4.4304685191130595,0.4175,200,231.690974649058,229.19629851312683,108.13993824363396,85.94390397321406,314.9785172275401,63.080026945955105,498.0893621672906,220.60194813547486,19.92951774597168,0.03139660134911537,1.8181900438955128,7.577376828926364,7.577376828926364,7.111612433381315,7.111612433381315,0.4657643955450492,0.4657643955450492
1859,371800,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1129.7100099792306,5.648550049896153,7.882155543889248,1.9345051104615556,6.0572197872140245,,6.37578528923338,121.14439574428052,3.669290376772785,0.32375,200,137.45445928302541,217.26223481953207,60.05987910962105,93.23165564488929,669.1498526940131,321.81838046106515,386.8412957722244,651.6915935697269,19.862791061401367,0.10536698997020721,1.8389552232291302,7.486952167674057,7.486952167674057,7.113844190899792,7.113844190899792,0.3731079767742651,0.3731079767742651
1860,372000,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1308.0887676054808,6.540443838027404,7.417015481321007,0.5675487795462599,6.998134658758232,,6.37578528923338,139.96269317516467,3.8629417441427383,0.40125,200,192.94536772791963,204.36876348268507,137.21829327168666,154.134565153993,798.7297162648729,434.1061276933693,751.5384273953733,420.2572192393055,19.786664962768555,0.08167590200901031,1.762949278255801,7.416887680851369,7.416887680851369,7.149205919184502,7.149205919184502,0.26768176166686697,0.26768176166686697
1861,372200,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,370.9266567925916,1.854633283962958,8.026215929216631,5.952082077225897,2.4953855749100278,,6.37578528923338,49.907711498200555,4.298292267388513,0.29125,200,210.96075958033148,227.65523148276554,85.89474077169199,170.00974312033043,560.1436534541785,431.24968113167245,73.67857229812523,608.4611841515751,19.957529067993164,0.09046860039234161,2.1969808037713436,7.15459868803742,7.15459868803742,7.104486462403555,7.104486462403555,0.05011222563386486,0.05011222563386486
1862,372400,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1266.9717276626266,6.334858638313133,7.877578621834494,0.9542619292976527,6.9855850256182395,,6.37578528923338,139.7117005123648,4.096466623581453,0.3725,200,190.05756735136578,233.37977193134844,52.067425440376546,93.64759362894257,696.3797361896568,297.630952905534,716.2064904013911,570.575375845803,19.796411514282227,0.064836785197258,1.2584584511530632,7.227582451212216,7.227582451212216,7.115922142178366,7.115922142178366,0.11166030903384971,0.11166030903384971
1863,372600,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1616.2235034520581,8.08111751726029,8.770642478443794,0.25704960343011873,8.513592875013686,,6.37578528923338,170.2718575002737,3.89384311596569,0.37625,200,167.61200684825067,232.0985199540199,71.27411063839145,109.66556068551127,351.6257145277175,230.1650516546238,354.13055962311984,125.60744108324896,19.99298858642578,5.687873363494873,1.297216821558007,7.230642782543842,7.230642782543842,7.137881283236323,7.137881283236323,0.09276149930751831,0.09276149930751831
1864,372800,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,1515.073769146123,7.5753688457306145,8.343955277595347,0.27184582483846437,8.122282022886088,,6.37578528923338,162.44564045772177,4.834922407763037,0.4,200,212.74460579444008,306.03538617309545,112.50523659039142,181.3308327659757,458.6953263353823,165.23670762789976,805.4485077034863,257.47868968910626,19.96836280822754,5.3853960037231445,1.306181407702943,7.221350000729768,7.221350000729768,7.133983522739777,7.133983522739777,0.08736647798999098,0.08736647798999098
1865,373000,rayleigh,velocity,True,False,full,True,False,False,False,500.0,32,0.01,0.005,1.0,True,964.797890776312,4.82398945388156,8.226273272237671,1.809060041937432,6.523093273404974,,6.37578528923338,130.46186546809946,4.050092585469992,0.4275,200,139.9262836743438,116.49886746759151,68.82648682834444,63.52539147820173,418.8041438762281,575.7814698825166,489.5724023085187,710.5982001499779,19.90854263305664,0.03497757017612457,1.3626552307477908,7.219691152100434,7.219691152100434,7.125530682311864,7.125530682311864,0.0941604697885694,0.0941604697885694
