update,agent,pre_tanh_mean,pre_tanh_std,pre_tanh_max,weight_g,weight_v_norm
94,bs_beamformer,0.8387771115968935,1.0596324831629698,3.496974229812622,0.022995684295892715,0.595379650592804
95,bs_beamformer,0.8355277332310798,1.0507188492418058,4.646270275115967,0.023229798302054405,0.5971530675888062
1,uav_trajectory,0.8083396911608934,1.0070897625848965,4.67978048324585,0.009999999776482582,0.03872983157634735
2,uav_trajectory,0.7711794997627537,0.9800222905308047,3.163987398147583,0.0108041288331151,0.055533457547426224
3,uav_trajectory,0.8045101389363408,1.0052578587835412,3.3854727745056152,0.011385985650122166,0.07408749312162399
4,uav_trajectory,0.7639292565261324,0.9655566782251469,3.9225897789001465,0.011766145005822182,0.08781182765960693
5,uav_trajectory,0.7814722570652763,0.9922320014212938,2.836811065673828,0.01195165328681469,0.10082656890153885
6,uav_trajectory,0.8135204086912176,0.9995775816712189,3.4217822551727295,0.012170619331300259,0.11309945583343506
7,uav_trajectory,0.7916160288552443,0.9824716912612979,3.021700859069824,0.012458779849112034,0.12191794812679291
8,uav_trajectory,0.8382579191004237,1.050730169851034,4.187324523925781,0.012816334143280983,0.1306053251028061
9,uav_trajectory,0.7961401264231341,0.9883267195868587,3.241638422012329,0.013249671086668968,0.13808341324329376
10,uav_trajectory,0.8178728889636695,1.0196803599798743,3.350371837615967,0.013829350471496582,0.14568796753883362
11,uav_trajectory,0.792899057832857,0.9867585477233273,2.92942476272583,0.014214744791388512,0.15524142980575562
12,uav_trajectory,0.7766657445629438,0.9712272434067465,3.017639398574829,0.014430728740990162,0.16386501491069794
13,uav_trajectory,0.7842913413519661,0.9739319298440312,3.5036656856536865,0.014705809764564037,0.16910697519779205
14,uav_trajectory,0.8209952104551097,1.0156922366433703,3.422470808029175,0.014993821270763874,0.1750597506761551
15,uav_trajectory,0.7770235671326519,0.9758458815604047,3.1286940574645996,0.015297267585992813,0.18205787241458893
16,uav_trajectory,0.808619446473817,1.027670484869195,3.348400592803955,0.015667613595724106,0.1907353401184082
17,uav_trajectory,0.7613101084083319,0.9551772853444916,3.166628360748291,0.016231399029493332,0.19870635867118835
18,uav_trajectory,0.8056076854467392,1.0054567120162083,3.7538816928863525,0.01686467044055462,0.20770613849163055
19,uav_trajectory,0.8108053268585355,1.0214613290653651,2.961111545562744,0.017243532463908195,0.21405166387557983
20,uav_trajectory,0.7824274834233026,0.9868558216512364,3.3588435649871826,0.017664236947894096,0.2188069075345993
21,uav_trajectory,0.8195594160817563,1.0165074105378284,3.1010050773620605,0.018093427643179893,0.2245914340019226
22,uav_trajectory,0.8293689619476596,1.0294938630061834,3.6545236110687256,0.018363259732723236,0.22973887622356415
23,uav_trajectory,0.799230920544515,1.0038050670001735,3.3271021842956543,0.01846793293952942,0.23303130269050598
24,uav_trajectory,0.7793335543808838,0.962826719708033,3.1998281478881836,0.018665162846446037,0.2358694076538086
25,uav_trajectory,0.8818947376770278,1.0853196654454318,3.4146759510040283,0.018881116062402725,0.23910865187644958
26,uav_trajectory,0.7886695848827561,0.9916289850757903,2.974790573120117,0.019026901572942734,0.24301885068416595
27,uav_trajectory,0.789169366688778,0.9850278849908317,3.1521732807159424,0.01912924088537693,0.24644598364830017
28,uav_trajectory,0.7616578132857879,0.9579916564824524,3.618513822555542,0.019202997907996178,0.24942439794540405
29,uav_trajectory,0.794054662498956,0.9846544106976324,3.2518763542175293,0.019285080954432487,0.25102823972702026
