episode,global_step,fading_model,control_mode,user_mobile,use_los_model,observation_mode,normalize_observations,enable_energy_harvesting,observation_has_eh,enable_ntn,satellite_altitude_km,hidden_dim,epsilon,target_tau,reward_scale_divisor,use_double_dqn,episode_reward_bps_step,avg_shaped_reward,avg_R_legit_mbps,avg_R_eve_mbps,avg_R_sec_mbps,eval_R_sec_mbps,last_eval_R_sec_mbps,episode_secrecy_mbits,avg_energy_j,avg_jammer_power_w,steps,relay_path_m,jammer_path_m,relay_displacement_m,jammer_displacement_m,final_d_UR_m,final_d_RB_m,final_d_UE_m,final_d_JE_m,mean_q_value,loss,rolling_reward_variance,rolling20,rolling20_avg_R_sec_mbps,rolling100,rolling100_avg_R_sec_mbps,convergence_gap,convergence_gap20_100_mbps
655,131000,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.03769595998025329,0.005,5.0,True,996.0277395581095,4.980138697790547,8.507057648153529,5.254713490024885,5.451826008934242,,0.0,109.03652017868487,4.049784307158277,0.22,200,258.4956297656625,173.93322721283067,245.4719087607604,144.18612961191914,496.4413558323084,309.7262051093043,591.2099803352163,516.9052804683545,20.007339477539062,0.026340413838624954,1.0107336374307971,6.131932993520564,6.131932993520564,5.879737743313367,5.879737743313367,0.2521952502071976,0.2521952502071976
656,131200,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.03750748018035202,0.005,5.0,True,1156.7513597198322,5.7837567985991605,8.952966602472085,3.3640601868366358,6.932001524425179,,0.0,138.6400304885036,4.239501237416288,0.29,200,173.69516561782567,196.7286367717272,67.11412746383935,145.95861600483835,443.96003110461913,276.3683891398974,641.7842698222297,452.1767333948206,19.917020797729492,0.031337838619947433,0.9598261251220883,6.114594047386929,6.114594047386929,5.916947380284077,5.916947380284077,0.19764666710285272,0.19764666710285272
657,131400,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.03731994277945026,0.005,5.0,True,1067.2726790313666,5.336363395156833,8.26265465074988,2.604202361776695,6.850039345719879,,0.0,137.0007869143976,3.953836547014152,0.2975,200,180.25586839959155,192.7337018341336,62.29982513504742,73.59488898341066,616.142180227603,662.5019542308119,571.9866780630311,360.00098186496507,19.901058197021484,0.09888788312673569,0.906380647657093,6.180610214579661,6.180610214579661,5.9263523889158,5.9263523889158,0.2542578256638617,0.2542578256638617
658,131600,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.037133343065553014,0.005,5.0,True,1293.1880615342163,6.465940307671081,8.44054187845507,2.197261956411293,7.22556628697133,,0.0,144.51132573942658,3.79607070129539,0.3325,200,210.76304449813372,172.40067934448965,77.37441939814804,85.00241261593379,622.813294479045,264.39940777393286,658.4888734835968,230.71473698097813,19.887754440307617,5.662768363952637,0.9130047118243969,6.241405100256289,6.241405100256289,5.940320523752884,5.940320523752884,0.3010845765034045,0.3010845765034045
659,131800,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.03694767635022524,0.005,5.0,True,859.2222547816568,4.296111273908284,7.808615846103386,4.638076839849695,5.4341583829904705,,0.0,108.68316765980941,4.045642641683128,0.2975,200,185.02701971932655,196.17193274507744,145.1768399142672,51.358222983539235,843.8944788279409,571.2936545922156,244.51111997245178,302.72120205721416,19.836538314819336,0.06684515625238419,0.6325688213389219,6.202071495642203,6.202071495642203,5.9457080768861665,5.9457080768861665,0.2563634187560364,0.2563634187560364
660,132000,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.03676293796847412,0.005,5.0,True,1177.7402789641221,5.888701394820611,7.534435146046761,1.3947229363810711,6.8322162164736335,,0.0,136.64432432947265,3.76149520599809,0.3675,200,123.26947734551204,232.65590780130643,31.787083228593772,64.78486203452685,1078.8819855245486,494.554066222328,966.4339796935275,152.77520250938082,19.883148193359375,11.38850212097168,0.632193001149639,6.2641824701505255,6.2641824701505255,5.961860283162574,5.961860283162574,0.30232218698795155,0.30232218698795155
661,132200,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.03657912327863175,0.005,5.0,True,1230.8463340153428,6.154231670076714,8.537440105058227,2.655900635947295,7.023136656875738,,0.0,140.46273313751476,4.181479404658931,0.35875,200,212.54443205350438,203.12368782698871,54.97136250726616,102.32725831103642,512.5525795102842,274.332513723208,564.3008344477649,344.5770937614636,19.87163543701172,0.060719095170497894,0.6377973809500098,6.366605635180251,6.366605635180251,5.96643095524902,5.96643095524902,0.4001746799312311,0.4001746799312311
662,132400,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.036396227662238594,0.005,5.0,True,793.7693936678288,3.968846968339144,7.776048290693888,5.745206674364452,4.840397273859035,,0.0,96.80794547718072,4.359236522756902,0.18,200,204.5384116265908,256.79210714495457,127.04237527366477,220.17914849782832,872.0629179871335,458.8172584094495,970.2439583388111,245.9494185287953,19.966556549072266,0.036537330597639084,0.6377473406577745,6.343217562137719,6.343217562137719,5.970383626706639,5.970383626706639,0.3728339354310801,0.3728339354310801
663,132600,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.0362142465239274,0.005,5.0,True,1118.264546089799,5.591322730448995,9.376880145586364,5.8579922815763386,6.014140848477954,,0.0,120.28281696955908,3.795863752406013,0.2925,200,189.95336928696935,195.53481331425988,32.89301480222312,92.12781961478893,278.4398448526704,90.39184364647153,651.2007537788143,300.620081943262,19.90104103088379,0.017076823860406876,0.6378519444873132,6.323986748920616,6.323986748920616,5.980103838141579,5.980103838141579,0.3438829107790369,0.3438829107790369
664,132800,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.03603317529130776,0.005,5.0,True,546.1354365999407,2.7306771829997034,8.784516271524394,10.413967960068367,3.4304619649453127,,0.0,68.60923929890625,4.033620025385294,0.17125,200,252.2144758685605,161.93818287041168,28.309218471772684,9.083839267901368,461.3482860144886,336.1547947026545,508.67424522709996,190.26640075023627,19.70773696899414,0.08859124034643173,0.7521847976672165,6.112013724376859,6.112013724376859,5.9426722715172176,5.9426722715172176,0.16934145285964153,0.16934145285964153
665,133000,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.03585300941485122,0.005,5.0,True,1367.2154685030405,6.836077342515202,10.11817202464702,4.701757169122872,7.277453266409509,,0.0,145.54906532819018,3.799168264137232,0.30625,200,224.8179776594095,149.65102435202024,71.88919282597342,80.21423842833183,111.11309006370027,219.3418834699631,517.4548128344843,324.65637030689953,19.872894287109375,0.04405839741230011,0.7304809547583172,6.152857732910244,6.152857732910244,5.958500681804721,5.958500681804721,0.1943570511055226,0.1943570511055226
666,133200,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.03567374436777696,0.005,5.0,True,818.8240067255753,4.094120033627877,8.544923464456046,6.429774047350159,4.818164458602803,,0.0,96.36328917205607,3.3794902823456154,0.25375,200,176.61987753717392,124.55451301288277,134.84239225350518,92.08658345300216,479.8988169289581,398.9226089940515,898.6861984145266,716.5973564199135,19.882394790649414,5.627772808074951,0.7719823294677772,6.070769315331033,6.070769315331033,5.933183677147705,5.933183677147705,0.13758563818332803,0.13758563818332803
667,133400,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.035495375645938076,0.005,5.0,True,999.750543493986,4.99875271746993,8.557967248382324,4.29886291830054,6.118000181453127,,0.0,122.36000362906253,3.702270636138558,0.245,200,191.02190368858467,142.83996079380177,114.6985551474664,47.206177400516395,414.9071134048842,558.5076128213661,613.3084169883377,469.1712624303606,19.897903442382812,5.939997673034668,0.7206282983722093,6.048774541898007,6.048774541898007,5.9444234324947,5.9444234324947,0.10435110940330716,0.10435110940330716
668,133600,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.03531789876770839,0.005,5.0,True,1224.6987840105649,6.123493920052824,8.384927303782096,2.5384808393138205,6.584170995520539,,0.0,131.6834199104108,3.7917106406194487,0.34125,200,214.41743452085373,170.58164276652198,65.44499244503656,76.21062189692522,578.2419610264736,348.88723658186257,393.2496857124586,454.7986673045016,19.828248977661133,11.469669342041016,0.7282126499340561,6.122012340592108,6.122012340592108,5.939643028905851,5.939643028905851,0.1823693116862568,0.1823693116862568
669,133800,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.035141309273869846,0.005,5.0,True,827.4216306526226,4.137108153263113,8.38109409654887,6.204676838225871,5.104981894910291,,0.0,102.09963789820581,4.0584808798569165,0.2575,200,208.10529945518414,201.79056553720602,110.3255896215976,113.9579080143746,595.3720485685342,410.0396667194458,526.040202303512,621.0870382140891,19.480260848999023,5.511213779449463,0.7592847753296829,6.035735401666268,6.035735401666268,5.932447507346594,5.932447507346594,0.10328789431967422,0.10328789431967422
670,134000,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.034965602727500496,0.005,5.0,True,666.7118949958152,3.3335594749790762,8.066001272528375,7.259909860176582,3.985586734522485,,0.0,79.7117346904497,3.692081269922264,0.28125,200,201.9956741461302,160.67904141120658,63.05340131170391,67.68878962608406,777.6818809521869,457.82666918285616,145.9326049959986,484.0123961748707,19.941625595092773,0.03449077904224396,0.8476651713408901,5.9185396260555105,5.9185396260555105,5.95550202323344,5.95550202323344,0.036962397177929596,0.036962397177929596
671,134200,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.03479077471386299,0.005,5.0,True,783.1833778549126,3.915916889274563,8.758092903640865,6.172833474939918,4.391890057081439,,0.0,87.8378011416288,4.060091089963329,0.27125,200,179.2734105381974,227.7017846605685,144.59397262357732,170.52960352896687,558.4137337378961,337.27142244640754,207.19961652978967,748.8828273666342,19.921045303344727,0.030350463464856148,0.8881840339542293,5.876766181362655,5.876766181362655,5.910543388230813,5.910543388230813,0.03377720686815877,0.03377720686815877
672,134400,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.03461682084029368,0.005,5.0,True,971.8420097473511,4.859210048736755,7.830902661410054,3.958309172903022,5.354066694163125,,0.0,107.08133388326252,4.34305666278159,0.31625,200,270.8539177553416,173.32641771963083,162.85535457796288,65.08672366492429,846.0032553897031,359.82480131699964,308.48409695064623,489.44808085483095,19.89664077758789,0.02256769873201847,0.8815380270597695,5.84565728747645,5.84565728747645,5.916202163659449,5.916202163659449,0.07054487618299898,0.07054487618299898
673,134600,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.03444373673609221,0.005,5.0,True,1276.924190053452,6.38462095026726,9.129959847191293,2.9461577255537184,7.455920621589865,,0.0,149.11841243179728,3.5127697202361374,0.33375,200,150.93543530484243,196.00708348635587,58.85160411479098,89.80691205658229,199.67942723517268,519.4401162348394,620.709996457841,157.09070494117873,19.914466857910156,0.046871304512023926,0.8812969471569816,5.949966436238645,5.949966436238645,5.948807909633238,5.948807909633238,0.001158526605407495,0.001158526605407495
674,134800,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.03427151805241175,0.005,5.0,True,1284.2739198257307,6.421369599128654,8.063459231768272,1.9227163353980916,6.933535568381462,,0.0,138.67071136762925,3.992195865928311,0.38375,200,210.0957112510599,200.53228303077162,79.6689386689359,46.15501879106158,763.356465271479,484.407593316242,705.1807965274073,373.40644175121014,19.962249755859375,0.026882559061050415,0.8975727385663942,5.902885749115371,5.902885749115371,5.968130536366714,5.968130536366714,0.06524478725134308,0.06524478725134308
675,135000,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.03410016046214969,0.005,5.0,True,1378.285521045499,6.891427605227495,8.207320663215238,1.5129170007987844,7.339910223769792,,0.0,146.79820447539583,4.013482209874853,0.2875,200,234.67506813824562,156.683508022661,63.00436259637289,106.30694857937718,716.4506789609117,157.96161142553007,972.5718679085209,415.2903969431671,19.84092140197754,0.03385205939412117,0.9163919354766868,5.997289959857148,5.997289959857148,5.967774125876531,5.967774125876531,0.029515833980616968,0.029515833980616968
676,135200,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.03392965965983894,0.005,5.0,True,601.028389172205,3.005141945861025,8.381738367834474,9.965527653658942,3.4217094625774744,,0.0,68.43418925154948,3.743042295043614,0.205,200,153.68367581577294,209.9495752463947,107.65027682108179,88.31070708448121,634.8716048368333,318.53096476000735,245.529267139697,624.8490394618307,19.89583969116211,0.05441385507583618,1.032502485946824,5.821775356764762,5.821775356764762,5.933884059113281,5.933884059113281,0.112108702348519,0.112108702348519
677,135400,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.03376001136153975,0.005,5.0,True,1409.5924738844342,7.047962369422171,8.005366679817406,0.7118644769879275,7.535902682911267,,0.0,150.71805365822536,4.302413913366711,0.33625,200,227.21262147116167,219.73587335547276,129.56846786753272,98.06081485132013,826.4559567728494,257.77391741943165,742.4569151093008,370.9853396047584,19.9703369140625,0.014989743009209633,1.0859698305773011,5.856068523624332,5.856068523624332,5.940956972099011,5.940956972099011,0.08488844847467902,0.08488844847467902
678,135600,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.03359121130473205,0.005,5.0,True,1169.2164765208806,5.846082382604403,8.27707741001845,3.4523047289041875,6.2216159677816885,,0.0,124.43231935563377,3.3248750568597525,0.31375,200,146.29147832247327,165.4006217053778,60.29735290414086,101.25262836816277,681.4545363082996,257.3514958427814,861.4433092269159,862.6747083281655,19.8944034576416,0.049088217318058014,1.0855940394270271,5.80587100766485,5.80587100766485,5.949859550951985,5.949859550951985,0.1439885432871355,0.1439885432871355
679,135800,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.03342325524820839,0.005,5.0,True,1103.0853085644478,5.515426542822239,9.050391532509355,4.928294374040445,5.947453412844093,,0.0,118.94906825688186,3.7776322385154026,0.25,200,170.91353889415802,203.46316190982242,90.06738310996084,73.0933378474892,441.79717998158463,393.29745983077515,527.7395297099483,836.5580764728275,19.78986167907715,0.15783369541168213,1.0856385865492297,5.831535759157531,5.831535759157531,5.960429403249761,5.960429403249761,0.12889364409222992,0.12889364409222992
680,136000,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.033256138971967344,0.005,5.0,True,1353.071697939199,6.765358489695996,8.777311208683015,2.435621231966171,7.170737985171195,,0.0,143.41475970342393,3.618874134692814,0.295,200,182.6478426127234,168.167249249992,86.29240053618537,131.8531601207977,438.94340836356554,84.92439034669773,703.407523005115,690.7754456775585,19.97825813293457,6.270729064941406,1.0976211540738312,5.84846184759241,5.84846184759241,5.997172319654734,5.997172319654734,0.1487104720623238,0.1487104720623238
681,136200,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.03308985827710751,0.005,5.0,True,1413.2722386986238,7.066361193493119,8.963089238803938,1.1455050887471558,8.302831337253808,,0.0,166.0566267450762,3.9423529539659183,0.34375,200,205.66412985073433,147.72893260136433,129.59512047043333,51.446284043583844,278.3728953400001,485.7861441362202,683.5748979480687,184.41545879209704,19.902278900146484,5.592254638671875,1.1439802576056026,5.912446581611314,5.912446581611314,6.015426144964215,6.015426144964215,0.1029795633529007,0.1029795633529007
682,136400,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.03292440898572197,0.005,5.0,True,894.2860277330196,4.471430138665098,9.241419026634773,6.690379932250825,5.198842447317495,,0.0,103.9768489463499,4.503135691036409,0.2225,200,242.81104470676698,236.90833754050618,172.5552942835102,193.77263991489588,286.1229184405486,279.208161172064,675.2897795105761,861.8103757658688,19.938386917114258,0.03135658800601959,1.1623142612611557,5.9303688402842365,5.9303688402842365,6.019431218957615,6.019431218957615,0.08906237867337818,0.08906237867337818
683,136600,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.03275978694079336,0.005,5.0,True,1471.293410305771,7.356467051528855,9.594135585138826,2.5007559341199994,7.8167130575022865,,0.0,156.33426115004573,3.56276420509321,0.28,200,164.94424592175292,188.97301557531785,36.14482834043098,138.15992455520563,228.65229291715357,359.9922482187289,638.0730232778781,691.5966837720844,19.891925811767578,0.0391911044716835,1.227214903834382,6.020497450735452,6.020497450735452,6.063855487395272,6.063855487395272,0.04335803665981963,0.04335803665981963
684,136800,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.03259598800608939,0.005,5.0,True,1433.5763226781364,7.167881613390682,8.931370621616482,2.1721261329709933,7.5993804201046835,,0.0,151.98760840209368,3.894094560437493,0.32875,200,216.11877315451082,177.84379949048036,112.58263855484235,117.95333643527775,410.4036384081202,453.0732738063063,599.9352309379508,310.04135499783314,19.899059295654297,0.04154721274971962,1.2657616379698022,6.22894337349342,6.22894337349342,6.097203645368666,6.097203645368666,0.13173972812475387,0.13173972812475387
685,137000,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.03243300806605895,0.005,5.0,True,823.2485775098589,4.116242887549294,7.693000510313487,5.8356300281632425,5.231582843579732,,0.0,104.63165687159464,4.270836193379789,0.245,200,213.15346613102392,191.07675532148536,134.29344690167588,83.03470376098102,911.7939515922407,570.2646246821857,248.8152199443877,164.44156206379157,19.982318878173828,0.0579763688147068,1.3027507017139894,6.126649852351932,6.126649852351932,6.079099808605995,6.079099808605995,0.047550043745936854,0.047550043745936854
686,137200,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.032270843025728656,0.005,5.0,True,970.6604989897513,4.853302494948757,7.88896654133011,3.834570305490972,5.718209216650529,,0.0,114.36418433301061,3.958407654384112,0.2725,200,200.73327134902954,202.71194621333575,155.71768209492754,154.43470964552148,783.9711127559165,497.04995185628763,452.04259613627613,477.9133499822006,19.930034637451172,0.02771526761353016,1.2736277054656462,6.171652090254319,6.171652090254319,6.09849448198887,6.09849448198887,0.07315760826544881,0.07315760826544881
687,137400,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.03210948881060001,0.005,5.0,True,1527.926719349515,7.639633596747575,8.948770982040232,1.1266468113258397,8.113440033109375,,0.0,162.26880066218754,4.221296741367359,0.4425,200,197.1927928354311,239.59548696149187,46.355755862556975,53.11805764113085,394.97930596986305,366.3675539030906,468.2558114961877,396.3430343468394,19.984783172607422,0.034360114485025406,1.3654276096823101,6.271424082837131,6.271424082837131,6.131802981020707,6.131802981020707,0.13962110181642373,0.13962110181642373
688,137600,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.03194894136654701,0.005,5.0,True,804.5129578598397,4.0225647892991985,9.198507843172775,6.438433363622126,5.284665691462305,,0.0,105.69331382924611,3.6386360848994053,0.18875,200,163.48334902857601,146.27896053134972,86.21414651189517,116.27280501684355,125.71867063352947,625.6188120215127,710.201662791486,693.5128988012126,19.877593994140625,0.07525657117366791,1.407054941922848,6.20644881763422,6.20644881763422,6.109238109541371,6.109238109541371,0.09721070809284882,0.09721070809284882
689,137800,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.031789196659714275,0.005,5.0,True,1100.1906154964493,5.500953077482246,8.420651311073355,4.457949022481072,6.018894335682269,,0.0,120.3778867136454,4.4273181743206225,0.3075,200,258.67386064906384,194.68284079793634,223.02465428023444,97.05638275923143,497.9227062317228,268.3788364837121,833.3831284603572,500.32260853911,19.965497970581055,0.018861884251236916,1.4068349302927872,6.2521444396728185,6.2521444396728185,6.104339626624515,6.104339626624515,0.14780481304830317,0.14780481304830317
690,138000,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.0316302506764157,0.005,5.0,True,494.96909310571533,2.4748454655285768,8.349690120442036,8.317455015510058,2.9528389126874033,,0.0,59.05677825374806,3.9037784949658776,0.3425,200,188.32636844651174,212.6203587555496,57.59991966463607,42.826619358355615,591.6394137741097,449.24332337744664,86.629963837289,617.4931021987754,19.95859146118164,0.02241360768675804,1.5790806370184134,6.2005070485810645,6.2005070485810645,6.073097037031598,6.073097037031598,0.12741001154946652,0.12741001154946652
691,138200,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.031472099423033625,0.005,5.0,True,814.8408438065923,4.0742042190329615,9.21132287282116,6.890821824052286,5.270785559194744,,0.0,105.41571118389487,4.231167732910816,0.25875,200,243.12965511171535,185.98554495409016,200.4854301373856,94.02981449999116,183.81046254896677,420.40522813924656,532.7946748893952,734.7373741526657,19.65947151184082,0.11378918588161469,1.5998016033097202,6.244451823686729,6.244451823686729,6.060984705978362,6.060984705978362,0.18346711770836688,0.18346711770836688
692,138400,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.031314738925918455,0.005,5.0,True,1306.0039202727755,6.530019601363878,8.4076916826364,2.62039270894963,7.021459570813396,,0.0,140.42919141626794,4.292241207683563,0.29875,200,274.10553765732027,178.2175716117895,170.8687974916336,119.35590063411921,689.8305580463085,216.35225061187148,365.6970831276272,195.27355273966157,19.910736083984375,0.06211734935641289,1.6182875570312296,6.327821467519243,6.327821467519243,6.074301502802514,6.074301502802514,0.25351996471672944,0.25351996471672944
693,138600,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.031158165231288865,0.005,5.0,True,1308.5050402726997,6.542525201363499,8.637324716831088,2.2384957558558733,6.99794503036847,,0.0,139.9589006073694,4.054670089363821,0.325,200,211.43477367764297,209.9915862085684,55.129906982375054,91.4600291564631,456.04484113154854,212.64603687942008,720.0018536941492,838.1751956867733,19.82443618774414,5.7438530921936035,1.638707985264042,6.3049226879581735,6.3049226879581735,6.0958131261667345,6.0958131261667345,0.2091095617914389,0.2091095617914389
694,138800,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.03100237440513242,0.005,5.0,True,993.1913992267461,4.96595699613373,8.554137606095635,4.603254342675006,5.912927648325334,,0.0,118.25855296650667,3.280114031961933,0.21,200,159.8025609809415,152.26994750753875,67.81906397751763,37.95085734372373,528.1360044159213,676.0057004516349,715.0632474933052,428.83728534834967,19.601999282836914,0.10223492234945297,1.574340752757554,6.253892291955368,6.253892291955368,6.096575423205219,6.096575423205219,0.15731686875014894,0.15731686875014894
695,139000,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.030847362533106756,0.005,5.0,True,778.7185226599324,3.893592613299662,8.775668858440788,7.257252399198182,5.0796477743825115,,0.0,101.59295548765023,4.657608518505663,0.2725,200,166.7659538779929,223.60825999324305,46.62232539369694,163.3182009774501,343.69456489004244,615.1737277815329,357.2467955452355,443.0727621485807,19.937786102294922,0.044685885310173035,1.617075903496189,6.140879169486002,6.140879169486002,6.094566913446848,6.094566913446848,0.04631225603915379,0.04631225603915379
696,139200,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.030693125720441222,0.005,5.0,True,1333.578648997449,6.667893244987244,9.854691575974641,3.673356047226162,7.149938029972485,,0.0,142.9987605994497,3.9737327454641105,0.3075,200,223.86089103983528,169.72902764522973,41.928055442284084,102.37628609891581,185.22341444444126,314.6756253149464,451.2535944845714,726.2874873846532,20.003015518188477,0.024364488199353218,1.6424466311318284,6.327290597855754,6.327290597855754,6.111020232056186,6.111020232056186,0.21627036579956815,0.21627036579956815
697,139400,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.030539660091839015,0.005,5.0,True,1618.1699849176248,8.090849924588124,8.981264751183499,0.5501066527092178,8.614029889975809,,0.0,172.28059779951616,4.6133981469652925,0.38125,200,278.63594656322266,223.28585803763178,122.6238722718009,154.77717701202192,477.5155804572958,245.2106748046684,465.74442739545316,182.30645841360194,19.906261444091797,0.027714144438505173,1.7780179393635616,6.381196958208981,6.381196958208981,6.162739030464016,6.162739030464016,0.2184579277449643,0.2184579277449643
698,139600,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.03038696179137982,0.005,5.0,True,1038.9863901504646,5.194931950752323,7.889606104655205,3.819180756936756,5.636056654223377,,0.0,112.72113308446752,3.942235075404554,0.34,200,201.7875214911117,180.94148967385007,121.99462160146624,48.35368073348434,844.9932175991137,376.979897479173,123.49533846231608,204.7533785780366,19.987010955810547,0.021488342434167862,1.7653704956229717,6.351918992531066,6.351918992531066,6.180086908045471,6.180086908045471,0.17183208448559473,0.17183208448559473
699,139800,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.030235026982422922,0.005,5.0,True,1360.5317336529267,6.802658668264634,7.956680694324363,0.8459069979432294,7.240434574300754,,0.0,144.80869148601508,3.7714666657325604,0.3375,200,216.50320478955504,158.19009130448887,124.52260569511967,76.50415581436424,837.8019726988796,531.7373627075589,472.8534639522556,415.39311932478756,19.94197654724121,0.021382147446274757,1.784024243640955,6.416568050603898,6.416568050603898,6.179018533767124,6.179018533767124,0.23754951683677383,0.23754951683677383
700,140000,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.030083851847510806,0.005,5.0,True,1426.092163483053,7.130460817415265,8.457883267978223,0.9641205462440456,7.528509299050223,4.113380266335159,4.113380266335159,150.57018598100444,3.4938613360185844,0.365,200,164.1541860728056,165.8272205805134,78.74892151006505,67.50401190021245,618.675861520119,230.88765160793736,1023.5384744209084,1169.1491504516357,20.053478240966797,5.8032331466674805,1.8407679990586236,6.434456616297849,6.434456616297849,6.194916781811251,6.194916781811251,0.23953983448659777,0.23953983448659777
701,140200,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.029933432588273252,0.005,5.0,True,624.6381232293945,3.1231906161469727,9.109052068036567,9.0322885036284,3.554088812605813,,4.113380266335159,71.08177625211626,3.786275721740027,0.26,200,196.1509909428162,175.72536780848128,82.3755913059607,29.875334520950133,240.02506538755108,516.5666345424677,121.62992598754369,603.9817207837903,19.971010208129883,0.02255498617887497,1.9396097378454085,6.19701949006545,6.19701949006545,6.152886117221771,6.152886117221771,0.04413337284367902,0.04413337284367902
702,140400,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.029783765425331888,0.005,5.0,True,1569.702437697545,7.848512188487725,8.410468827887145,0.1353882476912317,8.317167182348046,,4.113380266335159,166.3433436469609,3.755179248511595,0.2975,200,207.59114353991558,166.1331172523944,150.20867176188847,119.22345039009473,529.0744853287521,466.1971899629505,598.8355306783628,136.86531824991405,19.97853660583496,0.06662768125534058,2.044574420912161,6.352935726816977,6.352935726816977,6.160856469724105,6.160856469724105,0.192079257092872,0.192079257092872
703,140600,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.029634846598205228,0.005,5.0,True,1177.555460660053,5.887777303300266,9.555022847665049,5.7525402955070595,6.383166561696958,,4.113380266335159,127.66333123393918,3.959205086421649,0.2525,200,124.4925892070879,247.13051365049213,89.30600956450122,213.16389916422293,172.7273095171733,414.6019330954148,461.7242122551005,279.9110489506704,19.91120719909668,0.03163658455014229,2.0369843139627593,6.281258402026711,6.281258402026711,6.156108266035359,6.156108266035359,0.12515013599135205,0.12515013599135205
704,140800,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.0294866723652142,0.005,5.0,True,1408.7087384852896,7.043543692426448,8.457246198892951,1.0437570535984477,7.4552890624294905,,4.113380266335159,149.1057812485898,3.7486223651296005,0.44375,200,149.69760323211,199.7914065779171,80.82534810518806,26.80757920221958,619.0077695030762,97.25279908107719,632.5036192526607,833.2308743419844,19.7718505859375,0.04341862350702286,2.0476536706182555,6.274053834142951,6.274053834142951,6.159045877004197,6.159045877004197,0.11500795713875345,0.11500795713875345
705,141000,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.02933923900338813,0.005,5.0,True,1432.0158811872338,7.16007940593617,9.59062249529496,2.726881703487452,7.69318122128839,,4.113380266335159,153.8636244257678,4.448522934232489,0.41625,200,226.0543873202155,234.61261907106643,173.79419974130118,121.2343023784588,155.5582829345123,344.11419593539046,503.9685827302195,673.1849355234613,19.96963882446289,0.035535991191864014,2.0940043791630334,6.397133753028383,6.397133753028383,6.173955555166852,6.173955555166852,0.2231781978615306,0.2231781978615306
706,141200,rician,velocity,True,False,full,True,False,False,False,500.0,32,0.029192542808371188,0.005,5.0,True,1204.0584404857482,6.020292202428741,9.371563900444745,3.4449294983435057,7.084964139915159,,4.113380266335159,141.6992827983032,3.4908264803918803,0.35875,200,183.7430500331079,134.00134854349167,132.63918415817432,21.6261273483754,245.1237188126536,172.91868657898058,445.82957568592906,598.2671020559087,20.012971878051758,5.794631004333496,2.097214731972306,6.465471499191615,6.465471499191615,6.201585746705415,6.201585746705415,0.2638857524861997,0.2638857524861997
